#Cidade;População;Legislativa;Judiciária;Essencial à Justiça;Administração;Defesa Nacional;Segurança Pública;Relações Exteriores;Assistência Social;Previdência Social;Saúde;Trabalho;Educação;Cultura;Direitos da Cidadania;Urbanismo;Habitação;Saneamento;Gestão Ambiental;Ciência e Tecnologia;Agricultura;Organização Agrária;Indústria;Comércio e Serviços;Comunicações;Energia;Transporte;Desporto e Lazer;Encargos Especiais;Despesas (Intraorçamentárias);LOF_2014_ABS;LOF_2014_REL;LOF_2014_REL_NOR;LOF_2014_SUA;LOF_2014_SUA_NOR
CORAÇÃO DE JESUS - MG;26933.0;1493720.79;401620.74;0.00;4005924.29;0.00;4173.24;0.00;1638742.50;1512297.36;14777858.71;0.00;8015734.30;598201.46;0.00;3441614.64;321184.04;531647.10;70.54;0.00;824282.02;0.00;0.00;0.00;0.00;0.00;1357421.17;214540.26;1587169.49;1326411.16;1.20;1.09;1.15;1.06;1.10
URUÇUÍ - PI;20902.0;2441757.87;0.00;0.00;10281316.58;0.00;0.00;0.00;2029038.05;0.00;11554637.63;0.00;17677925.53;1130141.69;223171.18;2597842.08;21556.53;2836894.12;204334.75;0.00;465971.26;0.00;0.00;0.00;70672.89;239225.94;1038966.30;433825.97;247233.73;0.00;1.16;1.08;1.32;1.21;1.22
SÃO MAMEDE - PB;7774.0;601135.32;0.00;0.00;2702260.89;0.00;0.00;0.00;653604.90;0.00;4823547.54;0.00;6231616.05;456260.13;0.00;0.00;0.00;98360.27;34203.34;0.00;0.00;0.00;0.00;0.00;0.00;92000.00;213166.69;67080.88;105618.25;0.00;1.09;1.10;1.19;1.29;1.20
LAJEDO DO TABOCAL - BA;8810.0;629270.28;0.00;0.00;3650688.27;0.00;36601.35;0.00;304565.84;0.00;4726004.05;0.00;6481712.29;120555.00;0.00;960907.09;0.00;0.00;0.00;0.00;205040.35;0.00;0.00;0.00;0.00;0.00;223046.79;114690.58;285455.75;0.00;1.02;1.01;1.00;0.99;0.99
MEDINA - MG;21485.0;1267401.14;619211.76;0.00;2514241.16;2534.77;218652.46;0.00;1848336.99;0.00;8814919.43;0.00;8210861.35;541226.00;0.00;3409362.25;0.00;157795.45;8053.96;0.00;508682.24;0.00;0.00;4434.17;48056.65;0.00;561179.30;281161.81;1555586.50;0.00;1.07;1.02;1.20;1.05;1.02
BOM LUGAR - MA;15655.0;0.00;0.00;0.00;2223252.69;0.00;0.00;0.00;840859.37;116910.52;6288531.74;0.00;9782118.77;472398.05;0.00;3562437.75;0.00;599404.63;0.00;0.00;347352.06;0.00;0.00;0.00;0.00;0.00;3237494.10;0.00;0.00;0.00;1.28;1.29;1.28;1.13;1.11
CATUTI - MG;5187.0;581542.46;4133.85;0.00;1823106.65;0.00;13506.73;0.00;528013.46;0.00;4657574.25;0.00;3852086.32;399526.12;0.00;1428375.90;31555.00;332669.94;0.00;0.00;363051.02;0.00;0.00;0.00;11478.24;0.00;523811.69;51062.70;715506.24;0.00;1.02;1.03;1.23;1.10;1.07
SÃO LUÍS GONZAGA DO MARANHÃO - MA;18807.0;804102.08;0.00;0.00;4857185.41;0.00;0.00;0.00;735875.82;1058903.46;8925169.67;0.00;21704953.40;1083850.00;0.00;5675006.37;0.00;101855.57;0.00;0.00;1800.00;0.00;0.00;0.00;0.00;730606.43;0.00;145391.48;129250.12;0.00;1.08;1.14;1.36;1.13;1.14
AURORA DO TOCANTINS - TO;3654.0;424541.12;681.13;0.00;1897441.67;0.00;0.00;0.00;309097.66;0.00;2377292.77;0.00;1788494.95;189716.00;20011.62;952873.60;0.00;0.00;1314.00;0.00;66705.55;0.00;0.00;0.00;0.00;0.00;0.00;35345.18;0.00;0.00;1.02;1.10;1.24;1.06;1.20
LIVRAMENTO - PB;7338.0;537960.41;0.00;0.00;1585493.14;0.00;0.00;0.00;602898.15;0.00;4092342.08;0.00;5242427.62;0.00;0.00;1197727.37;0.00;0.00;0.00;0.00;488396.71;0.00;0.00;214308.00;0.00;0.00;0.00;16384.00;662444.51;0.00;1.00;1.01;1.17;1.14;1.11
TERRA NOVA DO NORTE - MT;10391.0;951000.00;84577.81;0.00;3738000.92;0.00;0.00;0.00;783030.51;1305666.12;7141694.70;281640.88;6938923.92;245392.04;0.00;2663799.28;0.00;478839.57;0.00;0.00;1278348.48;0.00;0.00;82663.06;0.00;131733.82;808425.41;449532.51;354661.67;0.00;1.06;1.02;1.24;1.10;1.08
ESTEIO - RS;83846.0;5524484.27;3583480.76;0.00;19757090.41;0.00;6002693.68;0.00;5850145.64;6040339.15;34377014.42;219360.19;58307255.58;1213568.24;94786.28;21033249.21;510452.14;1533102.58;1430139.59;0.00;0.00;0.00;0.00;30996.78;236664.22;2619422.11;3268367.97;801468.62;1327348.81;0.00;1.11;1.13;1.65;1.26;1.21
BOTUMIRIM - MG;6593.0;633771.62;159263.36;0.00;1468392.73;0.00;16196.00;0.00;543464.42;0.00;3794858.06;0.00;3988348.46;573682.16;0.00;1181947.07;0.00;46837.73;50384.54;0.00;409535.64;0.00;45294.55;0.00;54600.00;0.00;470099.11;70832.69;710168.70;0.00;1.01;1.06;1.36;1.07;1.08
COMBINADO - TO;4839.0;449292.89;9330.00;0.00;2088039.47;0.00;16000.00;0.00;620988.67;0.00;2374486.04;0.00;2472024.27;0.00;0.00;920382.00;0.00;0.00;48821.33;0.00;0.00;0.00;24083.26;0.00;0.00;0.00;22901.94;257297.72;0.00;0.00;0.97;1.08;1.19;1.23;1.26
NOVA MUTUM - MT;38206.0;3682481.16;0.00;0.00;16980813.47;0.00;830679.56;0.00;4789737.79;0.00;28385740.66;0.00;30408739.03;823467.86;0.00;8081600.52;0.00;8099296.25;249023.83;0.00;227341.60;0.00;5000.00;878791.65;0.00;1253856.13;6000901.10;1820719.72;1720957.60;0.00;1.11;1.10;1.32;1.08;1.13
ALVINÓPOLIS - MG;15630.0;568505.37;0.00;0.00;2930970.22;0.00;0.00;0.00;1068021.63;1450549.75;7315514.59;0.00;5160858.85;102185.18;43659.91;721690.65;0.00;225167.82;1073970.11;0.00;487086.63;0.00;0.00;183580.04;127878.98;182419.34;934593.57;90798.10;663382.26;1673552.48;1.28;1.14;1.38;1.13;1.21
ITAQUITINGA - PE;16696.0;1062477.33;0.00;0.00;10860104.14;0.00;0.00;0.00;1813641.38;2101793.54;9783784.62;0.00;12660658.87;5213792.58;0.00;2324583.63;0.00;597598.05;0.00;0.00;963013.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1840792.51;0.00;1.33;1.48;1.78;1.20;1.21
RIACHINHO - TO;4478.0;312334.91;0.00;85808.00;1879075.74;0.00;8537.17;0.00;607209.28;475237.76;2559227.18;0.00;4237983.97;51434.50;20100.00;146505.15;0.00;16575.00;534150.50;0.00;366434.66;0.00;18100.00;0.00;0.00;19153.50;392292.70;48142.00;51957.32;0.00;1.04;1.19;1.30;1.22;1.21
CANAÃ DOS CARAJÁS - PA;32366.0;9413492.33;0.00;0.00;49955716.78;0.00;0.00;0.00;12099247.06;0.00;56256723.64;0.00;75609427.17;1804921.54;360.00;39728471.83;4091625.07;7779673.65;94355.00;0.00;394172.61;0.00;0.00;280000.00;0.00;1419270.50;0.00;1000148.14;0.00;0.00;1.13;1.51;1.90;1.30;1.35
LAVANDEIRA - TO;1782.0;0.00;0.00;0.00;872744.12;0.00;0.00;0.00;274017.13;0.00;1528258.42;0.00;392084.50;0.00;0.00;79000.25;0.00;0.00;55793.00;0.00;295405.45;0.00;0.00;0.00;0.00;0.00;0.00;761.79;0.00;0.00;1.63;1.85;1.69;1.14;1.29
IGARAÇU DO TIETÊ - SP;24376.0;937634.14;0.00;0.00;9380795.13;0.00;0.00;0.00;2025557.07;3333909.83;10386600.28;0.00;13074450.75;6525.03;0.00;2750277.21;0.00;4601958.03;78758.91;0.00;0.00;0.00;0.00;388901.34;0.00;0.00;0.00;587740.16;901967.17;0.00;1.26;1.22;1.18;1.19;1.16
JUNDIAÍ DO SUL - PR;3469.0;0.00;88052.49;0.00;5161618.18;46915.95;0.00;0.00;383062.32;0.00;2436298.03;0.00;1577811.15;355.87;0.00;805512.54;150630.08;87975.00;0.00;0.00;316663.86;0.00;0.00;0.00;0.00;0.00;212508.41;3163.76;152916.72;0.00;1.41;1.55;2.16;1.20;1.15
JUTI - MS;6321.0;913899.87;129984.00;0.00;4748483.31;0.00;0.00;0.00;1493878.80;0.00;6240469.23;0.00;5007159.96;30438.80;0.00;545394.10;0.00;0.00;0.00;0.00;21737.85;0.00;0.00;0.00;0.00;119040.65;485595.81;33295.43;444266.84;0.00;1.16;1.08;1.30;1.13;1.09
ÁGUA CLARA - MS;14210.0;0.00;0.00;252.70;10840865.43;194.67;0.00;0.00;2938345.63;1562586.72;14321329.35;0.00;16094095.07;462051.71;0.00;1703828.51;0.00;0.00;748147.20;0.00;0.00;0.00;275091.11;0.00;0.00;534437.52;849446.47;273536.50;456552.47;2040080.38;1.13;1.11;1.55;1.30;1.40
MARIPÁ DE MINAS - MG;2934.0;514792.09;0.00;0.00;1286358.93;0.00;23889.88;0.00;355331.96;25889.39;2317086.15;0.00;2743282.01;443597.92;0.00;1241062.11;36677.16;21017.43;0.00;0.00;977384.23;0.00;2983.71;0.00;9849.00;0.00;385203.20;133891.14;320018.48;0.00;1.04;1.23;1.31;1.07;1.04
MATOS COSTA - SC;2729.0;505899.27;0.00;0.00;1814053.14;0.00;183265.75;0.00;653007.04;130893.06;3158288.68;0.00;3012748.50;139802.91;0.00;273312.98;24121.00;0.00;0.00;0.00;379929.86;0.00;44716.58;0.00;0.00;0.00;1517342.97;30712.19;185026.31;0.00;1.00;1.07;1.35;1.10;1.07
RIACHO DOS CAVALOS - PB;8538.0;560881.61;0.00;0.00;3805310.83;0.00;0.00;0.00;675522.16;0.00;3643353.27;0.00;5964779.08;0.00;0.00;1115686.02;0.00;153120.06;0.00;0.00;195366.99;0.00;44626.97;0.00;0.00;0.00;0.00;584603.18;207055.51;0.00;1.05;1.03;1.17;1.22;1.21
SALETE - SC;7573.0;678602.80;73805.44;0.00;1832689.19;0.00;0.00;0.00;360196.54;750114.06;4069591.72;0.00;4274181.12;81238.71;0.00;1154975.09;0.00;84566.95;0.00;0.00;1509064.54;0.00;0.00;144226.24;0.00;0.00;1810123.74;269812.50;551088.70;0.00;1.10;1.13;1.37;1.10;1.07
TENENTE ANANIAS - RN;10558.0;593275.05;0.00;0.00;1203079.89;0.00;0.00;0.00;822367.78;0.00;5403006.91;0.00;7009105.78;107342.50;0.00;3467601.74;0.00;1074856.10;200806.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25600.00;0.00;0.00;1.19;1.18;1.26;1.15;1.17
CAMPO LIMPO PAULISTA - SP;79982.0;6310913.95;0.00;0.00;12447738.80;0.00;2751863.54;0.00;6689006.62;232458.85;38839945.78;0.00;64178279.00;759768.17;0.00;18860567.92;773146.05;0.00;74736.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3460419.92;9016696.44;0.00;1.14;1.07;1.31;1.27;1.21
ALFREDO VASCONCELOS - MG;6566.0;462931.90;0.00;0.00;968340.00;0.00;22734.21;0.00;333806.78;238075.36;3277433.99;484717.42;3936784.67;708923.20;0.00;1586243.02;0.00;79984.90;3662.01;51188.71;261813.94;0.00;0.00;142522.30;21588.63;308567.08;812927.50;139946.86;124240.54;0.00;1.12;1.21;2.02;1.11;1.27
JAGUARIÚNA - SP;50719.0;3586348.26;9640515.67;0.00;20590799.57;0.00;10847317.78;0.00;8579364.33;752950.59;70841637.59;0.00;69407442.36;3883919.88;0.00;19837438.74;35161.32;2703900.80;12771461.45;0.00;0.00;0.00;867419.20;0.00;1446190.55;0.00;4764968.04;4009329.47;0.00;0.00;1.15;1.34;2.75;1.42;1.37
MIRASELVA - PR;1890.0;351321.71;0.00;70454.39;1765753.15;0.00;0.00;0.00;359431.13;0.00;2593489.45;0.00;2662397.05;0.00;0.00;545219.35;0.00;0.00;63941.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;719015.56;88234.52;213807.81;0.00;0.97;1.10;1.53;1.31;1.30
MARABÁ - PA;257062.0;0.00;0.00;0.00;38129368.14;0.00;9266719.94;0.00;11782870.24;16579516.96;148087763.79;568273.58;234260207.86;9058008.35;2434117.50;155028271.05;6364910.09;98747219.24;2381230.63;0.00;3922131.41;0.00;510495.21;241941.32;0.00;9779685.68;51568693.25;3447919.53;9998358.47;19838905.34;1.50;1.51;1.62;1.20;1.18
CORRENTE - PI;26011.0;1278877.66;0.00;0.00;4871557.18;0.00;0.00;0.00;1119727.66;1359516.88;9089525.08;0.00;17634807.56;254562.11;67100.00;3664305.20;0.00;412474.47;11940.00;0.00;447530.28;0.00;0.00;0.00;26623.11;106866.82;160.00;114371.85;764786.97;0.00;0.98;0.97;0.98;1.15;1.18
CENTRO DO GUILHERME - MA;12713.0;0.00;0.00;0.00;2340888.75;0.00;0.00;0.00;569156.49;0.00;5908558.97;0.00;12211890.13;815961.37;0.00;1382143.32;0.00;10445.35;210.52;0.00;66332.28;0.00;0.00;0.00;0.00;6251.00;3731155.84;0.00;0.00;0.00;1.28;1.37;1.41;1.05;1.07
NOVA VENEZA - SC;14285.0;1125426.49;0.00;0.00;5046641.62;0.00;0.00;0.00;932731.64;0.00;9143968.76;0.00;12249528.93;1133842.30;0.00;474093.41;0.00;164922.98;0.00;0.00;1157904.17;0.00;0.00;0.00;0.00;0.00;8206143.48;278149.98;1841769.88;0.00;1.48;1.20;1.40;0.97;0.98
RIBEIRÓPOLIS - SE;18218.0;1264881.24;362788.50;0.00;4753716.52;0.00;0.00;0.00;1607715.20;0.00;8091806.15;0.00;9887706.47;0.00;0.00;2590203.14;0.00;81115.94;0.00;0.00;648906.47;0.00;0.00;629415.00;0.00;0.00;415214.37;328211.09;0.00;0.00;1.02;0.99;1.30;1.22;1.15
MATA ROMA - MA;16169.0;0.00;0.00;0.00;2625642.25;0.00;0.00;0.00;670223.82;0.00;10888371.38;0.00;17758354.30;1853640.08;0.00;3809615.62;0.00;807980.49;0.00;0.00;168197.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.08;1.23;1.57;1.16;1.09
ARAUÁ - SE;10684.0;785514.86;0.00;0.00;5572991.80;0.00;0.00;0.00;650230.00;0.00;4187521.32;0.00;10662689.39;284567.50;0.00;394335.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;187268.99;349946.00;0.00;1.08;1.05;1.07;1.06;1.08
ITABAIANA - SE;92732.0;4126037.12;814442.75;0.00;11792472.68;0.00;0.00;0.00;4591962.63;0.00;44539579.01;0.00;43913961.94;479256.33;0.00;15859189.95;7900.00;0.00;53571.06;0.00;3280100.37;0.00;0.00;2955063.23;0.00;0.00;6317557.20;3222979.29;0.00;0.00;1.10;0.99;1.24;1.19;1.23
CEDRAL - MA;10435.0;0.00;0.00;0.00;4159000.52;0.00;0.00;0.00;378420.31;0.00;5117467.82;0.00;9076915.12;200000.00;0.00;577189.73;0.00;67842.04;0.00;0.00;139713.78;0.00;0.00;0.00;0.00;0.00;841286.30;26312.50;236309.57;0.00;1.03;1.04;1.04;1.05;1.06
FLORES DO PIAUÍ - PI;4395.0;404194.91;215136.94;0.00;1745705.47;0.00;0.00;0.00;460509.34;7721.92;2440416.88;0.00;3538859.57;162605.63;0.00;1188080.00;0.00;561384.43;72232.10;0.00;6012.00;0.00;0.00;0.00;0.00;0.00;56981.03;230006.59;70353.73;0.00;0.98;1.07;1.27;1.06;1.07
VARGEM BONITA - MG;2214.0;591819.87;0.00;0.00;1641905.72;0.00;0.00;0.00;454206.46;446836.37;2806442.75;0.00;2394495.32;325792.16;0.00;840530.78;0.00;36963.70;0.00;0.00;275397.06;0.00;0.00;0.00;0.00;132359.99;724918.33;1306898.39;375363.87;0.00;1.19;1.38;2.03;1.02;1.04
ARRAIAL - PI;4678.0;407984.64;0.00;0.00;2264995.83;0.00;0.00;0.00;452887.88;0.00;2459782.59;0.00;3016343.38;20949.08;0.00;323082.34;0.00;361063.44;0.00;0.00;117481.87;0.00;0.00;0.00;0.00;0.00;0.00;59814.82;81647.14;0.00;0.97;1.03;1.13;1.01;1.00
SÃO JOSÉ DA SAFIRA - MG;4258.0;585729.48;72000.00;0.00;1375291.38;0.00;20078.76;0.00;755672.56;303081.38;3235091.30;109286.56;3101298.91;506294.95;0.00;694988.94;287010.00;0.00;0.00;0.00;163491.31;0.00;3391.69;0.00;75681.35;137257.26;1297049.12;173237.44;101758.68;0.00;1.04;1.11;1.55;1.12;1.13
CARIRI DO TOCANTINS - TO;4116.0;630315.30;0.00;0.00;1755372.96;0.00;0.00;0.00;669575.06;648627.76;2873714.79;0.00;3346467.02;136010.26;0.00;1290421.41;0.00;0.00;0.00;0.00;552864.15;0.00;0.00;5000.00;300.00;0.00;201931.94;102903.84;131759.00;0.00;0.98;1.04;1.14;1.02;1.03
LAGOA DO SÍTIO - PI;5022.0;408862.88;0.00;0.00;2474776.62;0.00;0.00;0.00;770264.53;0.00;2059050.31;0.00;5517390.46;129372.03;0.00;199866.25;0.00;529784.16;0.00;0.00;173376.34;0.00;0.00;0.00;0.00;0.00;221955.00;73845.54;0.00;0.00;1.08;1.12;1.24;1.01;1.01
PORTO BELO - SC;18630.0;1102637.13;39526.15;0.00;5641474.07;0.00;287940.03;0.00;1749375.85;1164403.97;10158627.55;0.00;17130430.35;656833.27;279.30;8986678.26;0.00;747016.90;704318.18;0.00;522245.27;0.00;0.00;1356353.32;0.00;0.00;0.00;465025.00;1195031.11;1580856.35;1.17;1.17;1.34;1.11;1.11
JANDUÍS - RN;5436.0;559190.42;0.00;0.00;2138368.72;0.00;0.00;0.00;548934.17;0.00;4153501.68;0.00;4875527.31;30672.04;58044.85;1602668.10;1020.00;0.00;83757.56;0.00;271564.35;0.00;0.00;88891.95;0.00;0.00;0.00;87676.53;0.00;0.00;0.98;1.01;1.20;1.13;1.21
SÃO FRANCISCO DO MARANHÃO - MA;11961.0;611821.53;0.00;0.00;4274176.64;0.00;0.00;0.00;863785.39;0.00;4327200.11;0.00;8446810.82;0.00;0.00;579466.56;0.00;62985.49;0.00;0.00;195423.97;0.00;0.00;0.00;0.00;498.00;220970.72;26924.32;0.00;0.00;1.05;1.00;0.98;1.09;1.06
BOM JESUS DOS PERDÕES - SP;22508.0;1357020.07;0.00;0.00;5408200.25;0.00;0.00;0.00;2847034.73;3318723.31;13406080.78;7999.71;16697956.06;939952.91;0.00;6693733.43;0.00;12862964.24;0.00;0.00;217415.50;0.00;117615.96;0.00;0.00;0.00;901730.50;577739.68;1148989.94;4074852.02;1.88;1.42;1.55;1.13;1.16
TIBAU - RN;3978.0;656978.48;103405.40;0.00;10222402.05;0.00;0.00;0.00;2198908.82;0.00;6092137.58;0.00;3669608.71;390.00;0.00;10235748.65;0.00;0.00;365239.75;0.00;1100.00;0.00;0.00;81424.38;0.00;0.00;0.00;14814.24;0.00;0.00;2.41;2.57;2.56;1.10;1.18
PASSAGEM FRANCA - MA;18387.0;0.00;0.00;0.00;10383994.42;0.00;127997.42;0.00;467660.57;0.00;8202811.16;0.00;22800410.97;726114.00;0.00;381903.05;0.00;0.00;0.00;0.00;85000.00;0.00;0.00;0.00;0.00;0.00;3104126.81;1076075.24;0.00;0.00;1.23;1.30;1.37;1.15;1.17
ROSÁRIO DO CATETE - SE;10191.0;2894140.39;2084727.21;0.00;12790792.47;0.00;0.00;0.00;4303526.15;0.00;11629240.82;0.00;14334719.84;4016007.10;0.00;9835896.31;0.00;0.00;960.00;0.00;610443.20;0.00;0.00;0.00;0.00;0.00;0.00;1064197.49;0.00;0.00;1.44;1.33;2.75;1.09;1.15
ARARUNA - PR;13971.0;0.00;0.00;0.00;5047906.96;42701.15;0.00;0.00;1083486.93;0.00;8350469.09;0.00;7389905.01;283113.15;0.00;13544.00;100000.00;1536931.61;800508.21;63611.83;158474.81;0.00;93839.54;0.00;14076.00;723675.42;2674212.20;308641.15;929038.40;0.00;1.26;1.22;1.53;1.35;1.39
CAMBARÁ DO SUL - RS;6703.0;527424.22;0.00;0.00;7118356.30;0.00;7900.00;0.00;624996.95;0.00;6174740.84;0.00;4942455.64;0.00;0.00;0.00;0.00;103001.26;415945.99;0.00;382604.52;0.00;0.00;0.00;0.00;146262.69;194975.78;125923.29;0.00;13027.36;1.26;1.12;1.46;1.29;1.13
BOA VISTA DO INCRA - RS;2549.0;767250.61;131647.98;0.00;2608839.90;0.00;72461.58;0.00;435922.19;0.00;3190385.09;7462.72;3762799.53;97619.59;110992.09;213422.93;2500.91;165785.52;198746.19;0.00;873388.45;0.00;0.00;160675.50;28436.04;0.00;898651.86;41422.99;227517.92;0.00;1.06;1.12;1.70;1.14;1.26
CAPELA - SE;33024.0;1811809.82;160127.06;0.00;18072065.69;0.00;0.00;0.00;1151755.48;794308.95;5152791.03;0.00;21183381.75;0.00;0.00;775826.33;0.00;0.00;196930.92;0.00;1841771.54;0.00;0.00;0.00;0.00;7975.00;415728.03;5980.00;6000.00;0.00;1.55;1.25;1.17;1.14;1.19
PORTO DA FOLHA - SE;28366.0;1345954.82;0.00;0.00;5671736.88;0.00;0.00;0.00;1100916.39;230908.29;9398599.01;0.00;23606233.43;825655.94;73972.65;2450447.66;0.00;0.00;0.00;0.00;529586.09;0.00;0.00;0.00;2800.00;0.00;0.00;28445.00;0.00;0.00;1.02;0.98;0.97;1.20;1.28
OURÉM - PA;16986.0;907059.27;0.00;0.00;2912612.05;0.00;0.00;0.00;1326038.22;0.00;8076067.80;0.00;12253529.85;1258414.56;0.00;1198361.63;0.00;212328.62;500699.57;0.00;348798.66;0.00;0.00;0.00;0.00;86563.33;487008.97;0.00;0.00;0.00;1.02;1.02;1.16;1.11;1.10
CUMBE - SE;3970.0;620052.58;46466.68;0.00;1342823.27;0.00;0.00;0.00;858328.18;0.00;2583053.78;0.00;3352727.74;639285.25;0.00;1262237.97;0.00;14604.74;37282.06;0.00;221184.81;0.00;0.00;0.00;0.00;0.00;218799.76;301198.96;203299.79;0.00;0.99;1.09;1.31;1.04;1.06
SENADOR ELÓI DE SOUZA - RN;6034.0;564799.72;0.00;0.00;2439237.94;0.00;0.00;991533.92;546977.49;0.00;3270624.43;0.00;5384788.85;36744.90;0.00;244218.22;0.00;0.00;0.00;0.00;16926.00;0.00;0.00;0.00;0.00;0.00;0.00;41087.57;0.00;0.00;1.10;1.31;61.16;1.20;8.51
FORTALEZA DO TABOCÃO - TO;2542.0;444555.09;0.00;0.00;2220691.02;0.00;0.00;0.00;490210.38;36199.53;1920075.02;0.00;3434308.99;0.00;0.00;593849.32;0.00;0.00;64156.48;0.00;51066.78;0.00;0.00;0.00;0.00;0.00;5858.43;62582.41;224229.39;0.00;0.98;1.14;1.24;1.07;1.06
PEDRA BONITA - MG;7015.0;659999.42;343320.00;0.00;1886911.30;0.00;10275.07;0.00;699804.77;0.00;4676652.77;173846.84;6094712.35;195909.56;0.00;3423692.00;0.00;296213.45;0.00;0.00;35697.75;0.00;0.00;0.00;0.00;51300.00;1026834.72;377442.01;213108.96;0.00;1.10;1.10;1.38;1.08;1.06
CAMPO DO BRITO - SE;17727.0;1181523.33;0.00;0.00;7779917.47;0.00;0.00;0.00;533026.46;0.00;5804146.08;0.00;13816573.12;480411.88;0.00;1245710.33;0.00;0.00;0.00;0.00;56429.06;0.00;0.00;250.00;0.00;0.00;100922.67;6818.00;163082.40;0.00;1.12;1.04;1.00;0.98;1.00
GRACHO CARDOSO - SE;5836.0;611050.45;453981.94;0.00;1654551.23;0.00;0.00;0.00;1171978.91;0.00;2952046.26;0.00;4987658.39;62760.62;0.00;1511426.47;0.00;0.00;0.00;0.00;133410.36;0.00;0.00;0.00;0.00;0.00;0.00;283260.00;0.00;0.00;1.04;1.14;1.47;1.08;1.12
FELÍCIO DOS SANTOS - MG;5118.0;571025.55;58586.86;0.00;1270948.35;25168.78;15139.97;0.00;479160.15;438095.90;4144532.91;0.00;3911268.25;315139.08;0.00;1271733.12;336212.21;46620.71;45649.29;0.00;330176.94;0.00;0.00;105804.69;0.00;77707.76;955563.79;97544.31;145252.54;0.00;1.03;1.03;1.55;1.06;1.02
MONTE HOREBE - PB;4724.0;529612.08;0.00;0.00;3782935.48;0.00;0.00;0.00;352100.51;0.00;3080973.64;0.00;4548665.19;39101.03;0.00;87041.15;60000.00;0.00;0.00;0.00;342724.22;0.00;0.00;0.00;0.00;0.00;37396.00;71427.33;205659.17;0.00;1.08;1.08;1.23;1.02;1.04
JACOBINA DO PIAUÍ - PI;5695.0;0.00;0.00;0.00;2257670.66;0.00;0.00;0.00;865593.36;0.00;2324111.94;0.00;5151439.30;41643.76;0.00;413936.59;0.00;163896.55;0.00;0.00;290075.27;0.00;0.00;0.00;0.00;108517.94;179638.26;35628.70;150379.53;0.00;1.02;1.07;1.26;1.03;1.02
LAJEADO GRANDE - SC;1479.0;554869.55;0.00;0.00;1542729.61;0.00;18063.44;0.00;717296.52;0.00;2323297.60;0.00;1837606.20;66359.22;0.00;170437.47;801.36;20755.20;0.00;0.00;1011316.55;0.00;106195.04;0.00;0.00;0.00;2173170.92;46761.78;98580.93;0.00;1.05;1.34;1.49;1.06;1.05
PRESIDENTE JUSCELINO - RN;9666.0;582420.36;0.00;0.00;2687167.01;0.00;0.00;0.00;377470.56;142387.24;5201482.88;0.00;8562514.12;62583.48;0.00;2512531.75;0.00;0.00;0.00;0.00;258563.00;0.00;0.00;30813.28;0.00;0.00;0.00;8749.61;0.00;0.00;0.99;1.03;1.05;1.09;1.08
MALHADA - BA;17416.0;1095476.18;88000.00;0.00;2335710.53;0.00;0.00;0.00;1268893.59;280325.17;6633973.04;0.00;17988537.57;640385.00;0.00;4844541.49;0.00;85413.68;0.00;0.00;119578.92;0.00;0.00;0.00;0.00;129262.52;151296.03;8730.00;165052.51;0.00;1.08;1.17;1.13;1.05;1.06
LAURO DE FREITAS - BA;188013.0;7930.00;55033.35;0.00;155061985.09;0.00;715902.78;0.00;9802491.11;0.00;76601239.67;78107.00;86248250.14;3859230.70;267375.10;46833426.48;667323.22;0.00;0.00;0.00;0.00;0.00;0.00;60600.00;0.00;3029799.37;0.00;686109.49;26825045.07;0.00;1.82;1.37;1.55;1.43;1.26
BUÍQUE - PE;55905.0;2303548.01;184906.54;0.00;6477161.85;0.00;0.00;0.00;3000226.91;3149480.29;12488409.37;296490.33;35495578.89;1781273.67;0.00;5336662.98;0.00;0.00;134064.78;0.00;1394934.20;0.00;0.00;347177.88;0.00;0.00;140969.90;7840.00;329600.19;0.00;1.05;1.11;1.06;1.11;1.16
PORTEIRAS - CE;15058.0;1113583.93;0.00;64418.21;3629583.17;0.00;0.00;0.00;1323747.14;0.00;7668270.94;0.00;15661270.29;1630937.44;0.00;1548634.01;0.00;0.00;1270967.85;0.00;15357.48;0.00;0.00;0.00;0.00;0.00;1315228.56;8160.00;101207.69;0.00;1.02;1.14;1.44;1.10;1.15
ESPERA FELIZ - MG;24287.0;1574615.23;175277.80;0.00;3563507.13;0.00;76054.79;0.00;1223448.39;2038990.30;10372303.42;0.00;9952540.96;245471.17;0.00;3842534.85;2241.83;1694782.18;0.00;0.00;1468214.76;0.00;0.00;215793.00;0.00;2000.00;1667001.21;182359.30;720799.53;1511358.79;1.06;1.02;1.11;1.09;1.08
BOA ESPERANÇA - MG;40155.0;1683112.07;0.00;253880.37;9049874.90;0.00;108308.99;0.00;2181721.36;8027652.24;18265361.31;127500.74;15408833.52;642754.00;0.00;3911543.34;0.00;5275617.95;44966.92;0.00;923500.50;0.00;0.00;793295.77;0.00;0.00;1059372.80;441447.59;1978428.86;5308863.46;1.29;1.11;1.12;1.11;1.13
